institute,branch,seat_type,gender,or,cr,year,course,course_id
Indian Institute  of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2932,4384,2017,"Indian Institute  of Technology Tirupati_Computer Science and Engineering (4 Years, Bachelor of Technology)",227
Indian Institute  of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4990,7270,2017,"Indian Institute  of Technology Tirupati_Electrical Engineering (4 Years, Bachelor of Technology)",228
Indian Institute  of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,6071,8156,2017,"Indian Institute  of Technology Tirupati_Mechanical Engineering (4 Years, Bachelor of Technology)",229
Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,9517,10082,2017,"Indian Institute of Technology Jammu_Civil Engineering (4 Years, Bachelor of Technology)",269
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2927,6687,2017,"Indian Institute of Technology Jammu_Computer Science and Engineering (4 Years, Bachelor of Technology)",230
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7137,8830,2017,"Indian Institute of Technology Jammu_Electrical Engineering (4 Years, Bachelor of Technology)",231
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7585,9473,2017,"Indian Institute of Technology Jammu_Mechanical Engineering (4 Years, Bachelor of Technology)",232
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3224,5386,2017,"Indian Institute of Technology Dharwad_Computer Science and Engineering (4 Years, Bachelor of Technology)",233
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5941,8214,2017,"Indian Institute of Technology Dharwad_Electrical Engineering (4 Years, Bachelor of Technology)",234
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7063,8856,2017,"Indian Institute of Technology Dharwad_Mechanical Engineering (4 Years, Bachelor of Technology)",235
Indian Institute  of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5663,8116,2018,"Indian Institute  of Technology Bhubaneswar_Civil Engineering (4 Years, Bachelor of Technology)",1
Indian Institute  of Technology Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,8054,8410,2018,"Indian Institute  of Technology Bhubaneswar_Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",2
Indian Institute  of Technology Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,6258,8515,2018,"Indian Institute  of Technology Bhubaneswar_Civil Engineering and M.Tech in Transportation Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",3
Indian Institute  of Technology Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,8762,9032,2018,"Indian Institute  of Technology Bhubaneswar_Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",236
Indian Institute  of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1404,2092,2018,"Indian Institute  of Technology Bhubaneswar_Computer Science and Engineering (4 Years, Bachelor of Technology)",4
Indian Institute  of Technology Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,2357,2786,2018,"Indian Institute  of Technology Bhubaneswar_Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",237
Indian Institute  of Technology Bhubaneswar,"Electrical  Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,4469,5568,2018,"Indian Institute  of Technology Bhubaneswar_Electrical  Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",238
Indian Institute  of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3421,4492,2018,"Indian Institute  of Technology Bhubaneswar_Electrical Engineering (4 Years, Bachelor of Technology)",5
Indian Institute  of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2124,3500,2018,"Indian Institute  of Technology Bhubaneswar_Electronics and Communication Engineering (4 Years, Bachelor of Technology)",6
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4099,5102,2018,"Indian Institute  of Technology Bhubaneswar_Mechanical Engineering (4 Years, Bachelor of Technology)",7
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,5455,5945,2018,"Indian Institute  of Technology Bhubaneswar_Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",8
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,6127,6540,2018,"Indian Institute  of Technology Bhubaneswar_Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",9
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,5903,7227,2018,"Indian Institute  of Technology Bhubaneswar_Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",239
Indian Institute  of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7666,9177,2018,"Indian Institute  of Technology Bhubaneswar_Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",10
Indian Institute  of Technology Bhubaneswar,"Metallurgical and Materials Engineering and M.Tech. in Materials Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,9195,9769,2018,"Indian Institute  of Technology Bhubaneswar_Metallurgical and Materials Engineering and M.Tech. in Materials Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",240
Indian Institute  of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1040,2053,2018,"Indian Institute  of Technology Bombay_Aerospace Engineering (4 Years, Bachelor of Technology)",11
Indian Institute  of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",OPEN,neutral,742,1479,2018,"Indian Institute  of Technology Bombay_BS in Mathematics (4 Years, Bachelor of Science)",270
Indian Institute  of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,653,1721,2018,"Indian Institute  of Technology Bombay_Chemical Engineering (4 Years, Bachelor of Technology)",12
Indian Institute  of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",OPEN,neutral,4467,5628,2018,"Indian Institute  of Technology Bombay_Chemistry (4 Years, Bachelor of Science)",13
Indian Institute  of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1443,2544,2018,"Indian Institute  of Technology Bombay_Civil Engineering (4 Years, Bachelor of Technology)",14
Indian Institute  of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1,59,2018,"Indian Institute  of Technology Bombay_Computer Science and Engineering (4 Years, Bachelor of Technology)",15
Indian Institute  of Technology Bombay,"Economics (4 Years, Bachelor of Science)",OPEN,neutral,780,2088,2018,"Indian Institute  of Technology Bombay_Economics (4 Years, Bachelor of Science)",241
Indian Institute  of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,43,265,2018,"Indian Institute  of Technology Bombay_Electrical Engineering (4 Years, Bachelor of Technology)",16
Indian Institute  of Technology Bombay,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,275,556,2018,"Indian Institute  of Technology Bombay_Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",17
Indian Institute  of Technology Bombay,"Electrical Engineering with M.Tech. in Microelectronics (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,284,446,2018,"Indian Institute  of Technology Bombay_Electrical Engineering with M.Tech. in Microelectronics (5 Years, Bachelor and Master of Technology (Dual Degree))",18
Indian Institute  of Technology Bombay,"Energy Engineering with M.Tech. in Energy Systems Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,1579,2684,2018,"Indian Institute  of Technology Bombay_Energy Engineering with M.Tech. in Energy Systems Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",19
Indian Institute  of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,85,993,2018,"Indian Institute  of Technology Bombay_Engineering Physics (4 Years, Bachelor of Technology)",20
Indian Institute  of Technology Bombay,"Environmental Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,2260,5093,2018,"Indian Institute  of Technology Bombay_Environmental Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",271
Indian Institute  of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,305,848,2018,"Indian Institute  of Technology Bombay_Mechanical Engineering (4 Years, Bachelor of Technology)",22
Indian Institute  of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,888,1128,2018,"Indian Institute  of Technology Bombay_Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",23
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",OPEN,neutral,1010,3182,2018,"Indian Institute  of Technology Bombay_Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",24
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,3379,3525,2018,"Indian Institute  of Technology Bombay_Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",25
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,3185,3344,2018,"Indian Institute  of Technology Bombay_Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",26
Indian Institute  of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,6743,8253,2018,"Indian Institute  of Technology Mandi_Civil Engineering (4 Years, Bachelor of Technology)",27
Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2022,2715,2018,"Indian Institute  of Technology Mandi_Computer Science and Engineering (4 Years, Bachelor of Technology)",28
Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3264,5299,2018,"Indian Institute  of Technology Mandi_Electrical Engineering (4 Years, Bachelor of Technology)",29
Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5013,6410,2018,"Indian Institute  of Technology Mandi_Mechanical Engineering (4 Years, Bachelor of Technology)",30
Indian Institute  of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,3849,4508,2018,"Indian Institute  of Technology Delhi_Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",31
Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1854,3650,2018,"Indian Institute  of Technology Delhi_Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",32
Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1141,1874,2018,"Indian Institute  of Technology Delhi_Chemical Engineering (4 Years, Bachelor of Technology)",33
Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,1899,3261,2018,"Indian Institute  of Technology Delhi_Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",34
Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,792,3107,2018,"Indian Institute  of Technology Delhi_Civil Engineering (4 Years, Bachelor of Technology)",35
Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3,100,2018,"Indian Institute  of Technology Delhi_Computer Science and Engineering (4 Years, Bachelor of Technology)",36
Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,101,169,2018,"Indian Institute  of Technology Delhi_Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",37
